年月,统计项目,医生编号,医生,医生等级,报告数量,审核数量,总数量
2025-08,胸部撰写数,13,康博,其它,12,0,12
2025-09,胸部撰写数,13,康博,其它,7,0,7
2025-10,胸部撰写数,13,康博,其它,7,0,7
2025-11,胸部撰写数,13,康博,其它,10,0,10
2025-12,胸部撰写数,13,康博,其它,11,0,11
2026-01,胸部撰写数,13,康博,其它,4,0,4
2026-02,胸部撰写数,13,康博,其它,15,0,15
2026-03,胸部撰写数,13,康博,其它,13,0,13
2026-04,胸部撰写数,13,康博,其它,8,0,8
2026-05,胸部撰写数,13,康博,其它,6,1,7
2026-06,胸部撰写数,13,康博,其它,7,0,7
2026-07,胸部撰写数,13,康博,其它,28,0,28
2023-10,胸部撰写数,14,简乐诗,中级,2,0,2
2023-11,胸部撰写数,14,简乐诗,中级,2,0,2
2023-12,胸部撰写数,14,简乐诗,中级,3,0,3
2024-01,胸部撰写数,14,简乐诗,中级,4,0,4
2024-02,胸部撰写数,14,简乐诗,中级,4,0,4
2024-03,胸部撰写数,14,简乐诗,中级,3,0,3
2024-04,胸部撰写数,14,简乐诗,中级,6,0,6
2024-05,胸部撰写数,14,简乐诗,中级,7,0,7
2024-06,胸部撰写数,14,简乐诗,中级,14,0,14
2024-07,胸部撰写数,14,简乐诗,中级,3,0,3
2024-08,胸部撰写数,14,简乐诗,中级,7,0,7
2024-09,胸部撰写数,14,简乐诗,中级,5,0,5
2024-10,胸部撰写数,14,简乐诗,中级,8,0,8
2024-11,胸部撰写数,14,简乐诗,中级,8,0,8
2024-12,胸部撰写数,14,简乐诗,中级,11,0,11
2025-01,胸部撰写数,14,简乐诗,中级,16,0,16
2025-02,胸部撰写数,14,简乐诗,中级,11,0,11
2025-03,胸部撰写数,14,简乐诗,中级,11,0,11
2025-04,胸部撰写数,14,简乐诗,中级,12,0,12
2025-05,胸部撰写数,14,简乐诗,中级,11,0,11
2025-06,胸部撰写数,14,简乐诗,中级,16,0,16
2025-07,胸部撰写数,14,简乐诗,中级,13,0,13
2025-08,胸部撰写数,14,简乐诗,中级,9,0,9
2025-09,胸部撰写数,14,简乐诗,中级,20,0,20
2025-10,胸部撰写数,14,简乐诗,中级,18,0,18
2025-11,胸部撰写数,14,简乐诗,中级,15,0,15
2025-12,胸部撰写数,14,简乐诗,中级,14,0,14
2026-01,胸部撰写数,14,简乐诗,中级,20,6,26
2026-02,胸部撰写数,14,简乐诗,中级,7,0,7
2026-03,胸部撰写数,14,简乐诗,中级,23,9,32
2026-04,胸部撰写数,14,简乐诗,中级,21,19,40
2026-05,胸部撰写数,14,简乐诗,中级,20,7,27
2026-06,胸部撰写数,14,简乐诗,中级,12,12,24
2026-07,胸部撰写数,14,简乐诗,中级,11,7,18
2023-10,胸部撰写数,15,陈可欣,中级,6,0,6
2023-11,胸部撰写数,15,陈可欣,中级,5,0,5
2023-12,胸部撰写数,15,陈可欣,中级,2,0,2
2024-01,胸部撰写数,15,陈可欣,中级,5,0,5
2024-02,胸部撰写数,15,陈可欣,中级,7,0,7
2024-03,胸部撰写数,15,陈可欣,中级,8,0,8
2024-04,胸部撰写数,15,陈可欣,中级,10,0,10
2024-05,胸部撰写数,15,陈可欣,中级,9,0,9
2024-06,胸部撰写数,15,陈可欣,中级,20,0,20
2024-07,胸部撰写数,15,陈可欣,中级,16,0,16
2024-08,胸部撰写数,15,陈可欣,中级,6,0,6
2024-09,胸部撰写数,15,陈可欣,中级,4,0,4
2024-10,胸部撰写数,15,陈可欣,中级,11,0,11
2024-11,胸部撰写数,15,陈可欣,中级,18,0,18
2024-12,胸部撰写数,15,陈可欣,中级,14,0,14
2025-01,胸部撰写数,15,陈可欣,中级,8,0,8
2025-02,胸部撰写数,15,陈可欣,中级,14,0,14
2025-03,胸部撰写数,15,陈可欣,中级,9,0,9
2025-04,胸部撰写数,15,陈可欣,中级,10,0,10
2025-05,胸部撰写数,15,陈可欣,中级,14,1,15
2025-06,胸部撰写数,15,陈可欣,中级,14,0,14
2025-07,胸部撰写数,15,陈可欣,中级,21,0,21
2025-08,胸部撰写数,15,陈可欣,中级,20,0,20
2025-09,胸部撰写数,15,陈可欣,中级,29,1,30
2025-10,胸部撰写数,15,陈可欣,中级,15,3,18
2025-11,胸部撰写数,15,陈可欣,中级,20,3,23
2025-12,胸部撰写数,15,陈可欣,中级,20,3,23
2026-01,胸部撰写数,15,陈可欣,中级,13,4,17
2026-02,胸部撰写数,15,陈可欣,中级,11,4,15
2026-03,胸部撰写数,15,陈可欣,中级,6,20,26
2026-04,胸部撰写数,15,陈可欣,中级,17,16,33
2026-05,胸部撰写数,15,陈可欣,中级,15,15,30
2026-06,胸部撰写数,15,陈可欣,中级,14,19,33
2026-07,胸部撰写数,15,陈可欣,中级,8,32,40
2024-07,胸部撰写数,16,曲莹莹,中级,3,0,3
2024-08,胸部撰写数,16,曲莹莹,中级,6,0,6
2024-09,胸部撰写数,16,曲莹莹,中级,14,0,14
2024-10,胸部撰写数,16,曲莹莹,中级,9,0,9
2024-11,胸部撰写数,16,曲莹莹,中级,9,0,9
2024-12,胸部撰写数,16,曲莹莹,中级,13,0,13
2025-01,胸部撰写数,16,曲莹莹,中级,7,0,7
2025-02,胸部撰写数,16,曲莹莹,中级,7,0,7
2025-03,胸部撰写数,16,曲莹莹,中级,8,0,8
2025-04,胸部撰写数,16,曲莹莹,中级,9,0,9
2025-05,胸部撰写数,16,曲莹莹,中级,8,0,8
2025-06,胸部撰写数,16,曲莹莹,中级,20,0,20
2025-07,胸部撰写数,16,曲莹莹,中级,20,0,20
2025-08,胸部撰写数,16,曲莹莹,中级,14,0,14
2025-09,胸部撰写数,16,曲莹莹,中级,21,0,21
2025-10,胸部撰写数,16,曲莹莹,中级,26,0,26
2025-11,胸部撰写数,16,曲莹莹,中级,24,0,24
2025-12,胸部撰写数,16,曲莹莹,中级,13,0,13
2026-01,胸部撰写数,16,曲莹莹,中级,13,0,13
2026-02,胸部撰写数,16,曲莹莹,中级,4,0,4
2026-03,胸部撰写数,16,曲莹莹,中级,13,0,13
2026-04,胸部撰写数,16,曲莹莹,中级,10,0,10
2026-05,胸部撰写数,16,曲莹莹,中级,19,0,19
2026-06,胸部撰写数,16,曲莹莹,中级,13,0,13
2026-07,胸部撰写数,16,曲莹莹,中级,7,0,7
2024-06,胸部撰写数,17,陶琼瑶,中级,2,0,2
2024-07,胸部撰写数,17,陶琼瑶,中级,2,0,2
2024-08,胸部撰写数,17,陶琼瑶,中级,11,0,11
2024-09,胸部撰写数,17,陶琼瑶,中级,11,0,11
2024-10,胸部撰写数,17,陶琼瑶,中级,12,0,12
2024-11,胸部撰写数,17,陶琼瑶,中级,6,0,6
2024-12,胸部撰写数,17,陶琼瑶,中级,15,0,15
2025-01,胸部撰写数,17,陶琼瑶,中级,8,0,8
2025-02,胸部撰写数,17,陶琼瑶,中级,6,0,6
2025-03,胸部撰写数,17,陶琼瑶,中级,9,0,9
2025-04,胸部撰写数,17,陶琼瑶,中级,12,0,12
2025-05,胸部撰写数,17,陶琼瑶,中级,11,0,11
2025-06,胸部撰写数,17,陶琼瑶,中级,11,0,11
2025-07,胸部撰写数,17,陶琼瑶,中级,6,0,6
2025-08,胸部撰写数,17,陶琼瑶,中级,14,0,14
2025-09,胸部撰写数,17,陶琼瑶,中级,22,1,23
2025-10,胸部撰写数,17,陶琼瑶,中级,24,0,24
2025-11,胸部撰写数,17,陶琼瑶,中级,19,0,19
2025-12,胸部撰写数,17,陶琼瑶,中级,9,0,9
2026-01,胸部撰写数,17,陶琼瑶,中级,22,0,22
2026-02,胸部撰写数,17,陶琼瑶,中级,9,0,9
2026-03,胸部撰写数,17,陶琼瑶,中级,16,0,16
2026-04,胸部撰写数,17,陶琼瑶,中级,31,0,31
2026-05,胸部撰写数,17,陶琼瑶,中级,12,0,12
2026-06,胸部撰写数,17,陶琼瑶,中级,12,0,12
2025-11,胸部撰写数,18,马萌,初级,1,0,1
2025-12,胸部撰写数,18,马萌,初级,3,0,3
2026-01,胸部撰写数,18,马萌,初级,9,0,9
2026-02,胸部撰写数,18,马萌,初级,4,0,4
2026-03,胸部撰写数,18,马萌,初级,6,0,6
2026-04,胸部撰写数,18,马萌,初级,3,0,3
2026-05,胸部撰写数,18,马萌,初级,8,0,8
2026-06,胸部撰写数,18,马萌,初级,17,0,17
2026-07,胸部撰写数,18,马萌,初级,10,1,11
2024-10,胸部撰写数,20,李铭婕,中级,2,0,2
2024-11,胸部撰写数,20,李铭婕,中级,8,0,8
2024-12,胸部撰写数,20,李铭婕,中级,3,0,3
2025-01,胸部撰写数,20,李铭婕,中级,7,0,7
2025-02,胸部撰写数,20,李铭婕,中级,9,0,9
2025-03,胸部撰写数,20,李铭婕,中级,12,0,12
2025-04,胸部撰写数,20,李铭婕,中级,20,2,22
2025-05,胸部撰写数,20,李铭婕,中级,25,0,25
2025-06,胸部撰写数,20,李铭婕,中级,23,0,23
2025-07,胸部撰写数,20,李铭婕,中级,16,0,16
2025-08,胸部撰写数,20,李铭婕,中级,21,0,21
2025-09,胸部撰写数,20,李铭婕,中级,13,0,13
2025-10,胸部撰写数,20,李铭婕,中级,20,0,20
2025-11,胸部撰写数,20,李铭婕,中级,34,0,34
2025-12,胸部撰写数,20,李铭婕,中级,32,0,32
2026-01,胸部撰写数,20,李铭婕,中级,20,0,20
2026-02,胸部撰写数,20,李铭婕,中级,17,1,18
2026-03,胸部撰写数,20,李铭婕,中级,24,1,25
2026-04,胸部撰写数,20,李铭婕,中级,19,0,19
2026-05,胸部撰写数,20,李铭婕,中级,24,0,24
2026-06,胸部撰写数,20,李铭婕,中级,23,0,23
2026-07,胸部撰写数,20,李铭婕,中级,20,0,20
2025-12,胸部撰写数,21,王兆雪,初级,1,0,1
2026-01,胸部撰写数,21,王兆雪,初级,8,0,8
2026-02,胸部撰写数,21,王兆雪,初级,3,0,3
2026-03,胸部撰写数,21,王兆雪,初级,10,0,10
2026-04,胸部撰写数,21,王兆雪,初级,1,0,1
2026-05,胸部撰写数,21,王兆雪,初级,2,0,2
2026-06,胸部撰写数,21,王兆雪,初级,11,0,11
2026-07,胸部撰写数,21,王兆雪,初级,4,0,4
2025-12,胸部撰写数,22,冯军利,初级,3,0,3
2026-01,胸部撰写数,22,冯军利,初级,8,0,8
2026-02,胸部撰写数,22,冯军利,初级,9,0,9
2026-03,胸部撰写数,22,冯军利,初级,8,0,8
2026-04,胸部撰写数,22,冯军利,初级,5,0,5
2026-05,胸部撰写数,22,冯军利,初级,7,0,7
2026-06,胸部撰写数,22,冯军利,初级,6,0,6
2026-07,胸部撰写数,22,冯军利,初级,6,0,6
2025-12,胸部撰写数,23,张若邈,初级,1,0,1
2026-01,胸部撰写数,23,张若邈,初级,4,0,4
2026-02,胸部撰写数,23,张若邈,初级,7,0,7
2026-04,胸部撰写数,23,张若邈,初级,8,0,8
2026-05,胸部撰写数,23,张若邈,初级,11,0,11
2026-06,胸部撰写数,23,张若邈,初级,7,0,7
2026-07,胸部撰写数,23,张若邈,初级,8,0,8
2025-12,胸部撰写数,24,江蓝,初级,2,0,2
2026-01,胸部撰写数,24,江蓝,初级,8,0,8
2026-02,胸部撰写数,24,江蓝,初级,1,0,1
2026-03,胸部撰写数,24,江蓝,初级,10,0,10
2026-04,胸部撰写数,24,江蓝,初级,11,0,11
2026-05,胸部撰写数,24,江蓝,初级,14,0,14
2026-06,胸部撰写数,24,江蓝,初级,14,0,14
2026-07,胸部撰写数,24,江蓝,初级,26,0,26
2026-05,胸部撰写数,25,刘坤,初级,2,0,2
2026-06,胸部撰写数,25,刘坤,初级,32,0,32
2026-07,胸部撰写数,25,刘坤,初级,27,0,27
2026-06,胸部撰写数,29,冯芷珊,预备,1,1,2
2022-10,胸部撰写数,,于飞,未登记,1,0,1
2022-11,胸部撰写数,,于飞,未登记,1,0,1
2023-02,胸部撰写数,,于飞,未登记,1,0,1
2023-03,胸部撰写数,,于飞,未登记,1,0,1
2023-06,胸部撰写数,,于飞,未登记,2,0,2
2023-07,胸部撰写数,,于飞,未登记,1,0,1
2023-08,胸部撰写数,,于飞,未登记,3,0,3
2023-09,胸部撰写数,,于飞,未登记,3,0,3
2021-09,胸部撰写数,,傅梦竹,未登记,0,1,1
2021-11,胸部撰写数,,傅梦竹,未登记,0,1,1
2022-03,胸部撰写数,,傅梦竹,未登记,1,1,2
2022-04,胸部撰写数,,傅梦竹,未登记,0,1,1
2022-05,胸部撰写数,,傅梦竹,未登记,0,1,1
2022-06,胸部撰写数,,傅梦竹,未登记,0,3,3
2022-07,胸部撰写数,,傅梦竹,未登记,3,0,3
2022-09,胸部撰写数,,傅梦竹,未登记,1,0,1
2022-12,胸部撰写数,,傅梦竹,未登记,0,1,1
2023-01,胸部撰写数,,傅梦竹,未登记,0,1,1
2023-04,胸部撰写数,,傅梦竹,未登记,1,1,2
2023-05,胸部撰写数,,傅梦竹,未登记,0,1,1
2023-06,胸部撰写数,,傅梦竹,未登记,0,3,3
2023-07,胸部撰写数,,傅梦竹,未登记,1,1,2
2023-09,胸部撰写数,,傅梦竹,未登记,1,1,2
2023-10,胸部撰写数,,傅梦竹,未登记,1,10,11
2023-11,胸部撰写数,,傅梦竹,未登记,0,6,6
2023-12,胸部撰写数,,傅梦竹,未登记,1,6,7
2024-01,胸部撰写数,,傅梦竹,未登记,7,19,26
2024-02,胸部撰写数,,傅梦竹,未登记,0,5,5
2024-03,胸部撰写数,,傅梦竹,未登记,1,9,10
2024-04,胸部撰写数,,傅梦竹,未登记,3,6,9
2024-05,胸部撰写数,,傅梦竹,未登记,0,5,5
2024-06,胸部撰写数,,傅梦竹,未登记,0,12,12
2024-07,胸部撰写数,,傅梦竹,未登记,4,2,6
2024-08,胸部撰写数,,傅梦竹,未登记,0,5,5
2024-09,胸部撰写数,,傅梦竹,未登记,2,18,20
2024-10,胸部撰写数,,傅梦竹,未登记,1,5,6
2024-11,胸部撰写数,,傅梦竹,未登记,1,9,10
2026-05,胸部撰写数,,傅梦竹,未登记,2,7,9
2026-06,胸部撰写数,,傅梦竹,未登记,0,3,3
2026-07,胸部撰写数,,傅梦竹,未登记,5,8,13
2021-08,胸部撰写数,,刘冉,未登记,1,0,1
2021-11,胸部撰写数,,刘冉,未登记,1,1,2
2022-03,胸部撰写数,,刘冉,未登记,1,0,1
2022-04,胸部撰写数,,刘冉,未登记,1,0,1
2022-06,胸部撰写数,,吴凡,未登记,1,1,2
2026-05,胸部撰写数,,吴海燕,未登记,2,0,2
2023-10,胸部撰写数,,张静,未登记,4,0,4
2023-11,胸部撰写数,,张静,未登记,5,0,5
2023-12,胸部撰写数,,张静,未登记,11,0,11
2024-01,胸部撰写数,,张静,未登记,14,0,14
2024-02,胸部撰写数,,张静,未登记,6,0,6
2024-03,胸部撰写数,,张静,未登记,4,0,4
2025-12,胸部撰写数,,彭涛,未登记,0,1,1
2026-03,胸部撰写数,,彭涛,未登记,1,0,1
2026-04,胸部撰写数,,彭涛,未登记,11,0,11
2026-05,胸部撰写数,,彭涛,未登记,2,0,2
2026-06,胸部撰写数,,彭涛,未登记,10,0,10
2026-07,胸部撰写数,,彭涛,未登记,3,0,3
2022-04,胸部撰写数,,王佳尧,未登记,1,0,1
2021-07,胸部撰写数,,白鹤,未登记,1,0,1
2021-08,胸部撰写数,,白鹤,未登记,1,0,1
2021-09,胸部撰写数,,白鹤,未登记,1,2,3
2021-11,胸部撰写数,,白鹤,未登记,0,2,2
2022-01,胸部撰写数,,白鹤,未登记,1,1,2
2022-02,胸部撰写数,,白鹤,未登记,2,0,2
2022-04,胸部撰写数,,白鹤,未登记,1,1,2
2022-05,胸部撰写数,,白鹤,未登记,1,2,3
2022-06,胸部撰写数,,白鹤,未登记,0,3,3
2022-07,胸部撰写数,,白鹤,未登记,1,1,2
2022-08,胸部撰写数,,白鹤,未登记,0,1,1
2022-09,胸部撰写数,,白鹤,未登记,0,1,1
2022-10,胸部撰写数,,白鹤,未登记,0,2,2
2023-11,胸部撰写数,,郭瑞泽,未登记,7,0,7
2023-12,胸部撰写数,,郭瑞泽,未登记,8,0,8
2024-01,胸部撰写数,,郭瑞泽,未登记,5,0,5
2024-02,胸部撰写数,,郭瑞泽,未登记,2,0,2
2024-03,胸部撰写数,,郭瑞泽,未登记,7,0,7
2024-04,胸部撰写数,,郭瑞泽,未登记,6,0,6
2024-01,胸部撰写数,,阮丽,未登记,1,0,1
2024-05,胸部撰写数,,阮丽,未登记,3,0,3
2026-07,胸部撰写数,,马龙,未登记,17,0,17
2021-05,腹部撰写数,01,戴榕全,高级,1,0,1
2021-08,腹部撰写数,01,戴榕全,高级,1,0,1
2021-10,腹部撰写数,01,戴榕全,高级,1,1,2
2021-11,腹部撰写数,01,戴榕全,高级,1,0,1
2021-12,腹部撰写数,01,戴榕全,高级,0,1,1
2022-01,腹部撰写数,01,戴榕全,高级,1,0,1
2022-02,腹部撰写数,01,戴榕全,高级,2,2,4
2022-03,腹部撰写数,01,戴榕全,高级,1,1,2
2022-04,腹部撰写数,01,戴榕全,高级,2,2,4
2022-05,腹部撰写数,01,戴榕全,高级,0,2,2
2022-06,腹部撰写数,01,戴榕全,高级,2,0,2
2022-07,腹部撰写数,01,戴榕全,高级,1,1,2
2022-08,腹部撰写数,01,戴榕全,高级,1,0,1
2022-09,腹部撰写数,01,戴榕全,高级,1,0,1
2022-11,腹部撰写数,01,戴榕全,高级,0,1,1
2023-02,腹部撰写数,01,戴榕全,高级,0,3,3
2023-03,腹部撰写数,01,戴榕全,高级,1,4,5
2023-04,腹部撰写数,01,戴榕全,高级,1,4,5
2023-05,腹部撰写数,01,戴榕全,高级,2,4,6
2023-06,腹部撰写数,01,戴榕全,高级,0,3,3
2023-07,腹部撰写数,01,戴榕全,高级,0,3,3
2023-08,腹部撰写数,01,戴榕全,高级,1,0,1
2023-09,腹部撰写数,01,戴榕全,高级,0,4,4
2023-10,腹部撰写数,01,戴榕全,高级,1,3,4
2023-11,腹部撰写数,01,戴榕全,高级,0,10,10
2023-12,腹部撰写数,01,戴榕全,高级,0,6,6
2024-01,腹部撰写数,01,戴榕全,高级,1,8,9
2024-02,腹部撰写数,01,戴榕全,高级,3,5,8
2024-03,腹部撰写数,01,戴榕全,高级,1,7,8
2024-04,腹部撰写数,01,戴榕全,高级,3,9,12
2024-05,腹部撰写数,01,戴榕全,高级,4,9,13
2024-06,腹部撰写数,01,戴榕全,高级,1,5,6
2024-07,腹部撰写数,01,戴榕全,高级,1,2,3
2024-08,腹部撰写数,01,戴榕全,高级,1,5,6
2024-09,腹部撰写数,01,戴榕全,高级,2,4,6
2024-10,腹部撰写数,01,戴榕全,高级,5,5,10
2024-11,腹部撰写数,01,戴榕全,高级,4,2,6
2024-12,腹部撰写数,01,戴榕全,高级,2,13,15
2025-01,腹部撰写数,01,戴榕全,高级,1,5,6
2025-02,腹部撰写数,01,戴榕全,高级,1,4,5
2025-03,腹部撰写数,01,戴榕全,高级,0,11,11
2025-04,腹部撰写数,01,戴榕全,高级,1,6,7
2025-05,腹部撰写数,01,戴榕全,高级,8,13,21
2025-06,腹部撰写数,01,戴榕全,高级,2,13,15
2025-07,腹部撰写数,01,戴榕全,高级,1,10,11
2025-08,腹部撰写数,01,戴榕全,高级,5,13,18
2025-09,腹部撰写数,01,戴榕全,高级,7,16,23
2025-10,腹部撰写数,01,戴榕全,高级,1,12,13
2025-11,腹部撰写数,01,戴榕全,高级,3,18,21
2025-12,腹部撰写数,01,戴榕全,高级,3,25,28
2026-01,腹部撰写数,01,戴榕全,高级,4,24,28
2026-02,腹部撰写数,01,戴榕全,高级,2,14,16
2026-03,腹部撰写数,01,戴榕全,高级,4,15,19
2026-04,腹部撰写数,01,戴榕全,高级,5,21,26
2026-05,腹部撰写数,01,戴榕全,高级,1,19,20
2026-06,腹部撰写数,01,戴榕全,高级,1,27,28
2026-07,腹部撰写数,01,戴榕全,高级,6,25,31
2021-05,腹部撰写数,02,刘蕾,高级,0,1,1
2021-06,腹部撰写数,02,刘蕾,高级,0,1,1
2021-08,腹部撰写数,02,刘蕾,高级,1,0,1
2021-09,腹部撰写数,02,刘蕾,高级,1,0,1
2021-10,腹部撰写数,02,刘蕾,高级,1,1,2
2021-11,腹部撰写数,02,刘蕾,高级,0,1,1
2022-01,腹部撰写数,02,刘蕾,高级,2,0,2
2022-02,腹部撰写数,02,刘蕾,高级,1,2,3
2022-03,腹部撰写数,02,刘蕾,高级,1,0,1
2022-04,腹部撰写数,02,刘蕾,高级,1,3,4
2022-05,腹部撰写数,02,刘蕾,高级,0,2,2
2022-06,腹部撰写数,02,刘蕾,高级,3,1,4
2022-07,腹部撰写数,02,刘蕾,高级,1,2,3
2022-08,腹部撰写数,02,刘蕾,高级,1,0,1
2022-09,腹部撰写数,02,刘蕾,高级,0,1,1
2023-05,腹部撰写数,02,刘蕾,高级,0,1,1
2023-06,腹部撰写数,02,刘蕾,高级,0,1,1
2023-08,腹部撰写数,02,刘蕾,高级,0,2,2
2023-09,腹部撰写数,02,刘蕾,高级,0,3,3
2023-10,腹部撰写数,02,刘蕾,高级,1,3,4
2023-11,腹部撰写数,02,刘蕾,高级,0,3,3
2023-12,腹部撰写数,02,刘蕾,高级,0,4,4
2024-01,腹部撰写数,02,刘蕾,高级,1,4,5
2024-02,腹部撰写数,02,刘蕾,高级,0,1,1
2024-03,腹部撰写数,02,刘蕾,高级,2,4,6
2024-04,腹部撰写数,02,刘蕾,高级,0,1,1
2024-05,腹部撰写数,02,刘蕾,高级,0,3,3
2024-06,腹部撰写数,02,刘蕾,高级,1,3,4
2024-07,腹部撰写数,02,刘蕾,高级,1,5,6
2024-08,腹部撰写数,02,刘蕾,高级,2,5,7
2024-09,腹部撰写数,02,刘蕾,高级,0,3,3
2024-10,腹部撰写数,02,刘蕾,高级,1,6,7
2024-11,腹部撰写数,02,刘蕾,高级,3,3,6
2024-12,腹部撰写数,02,刘蕾,高级,3,6,9
2025-01,腹部撰写数,02,刘蕾,高级,0,3,3
2025-02,腹部撰写数,02,刘蕾,高级,2,5,7
2025-03,腹部撰写数,02,刘蕾,高级,5,4,9
2025-04,腹部撰写数,02,刘蕾,高级,4,7,11
2025-05,腹部撰写数,02,刘蕾,高级,2,10,12
2025-06,腹部撰写数,02,刘蕾,高级,3,8,11
2025-07,腹部撰写数,02,刘蕾,高级,5,6,11
2025-08,腹部撰写数,02,刘蕾,高级,2,10,12
2025-09,腹部撰写数,02,刘蕾,高级,3,10,13
2025-10,腹部撰写数,02,刘蕾,高级,3,13,16
2025-11,腹部撰写数,02,刘蕾,高级,1,6,7
2025-12,腹部撰写数,02,刘蕾,高级,2,16,18
2026-01,腹部撰写数,02,刘蕾,高级,3,8,11
2026-02,腹部撰写数,02,刘蕾,高级,1,10,11
2026-03,腹部撰写数,02,刘蕾,高级,1,5,6
2026-04,腹部撰写数,02,刘蕾,高级,2,11,13
2026-05,腹部撰写数,02,刘蕾,高级,1,9,10
2026-06,腹部撰写数,02,刘蕾,高级,3,12,15
2026-07,腹部撰写数,02,刘蕾,高级,2,16,18
2021-08,腹部撰写数,03,张博闻,高级,0,1,1
2021-09,腹部撰写数,03,张博闻,高级,0,2,2
2021-10,腹部撰写数,03,张博闻,高级,1,0,1
2021-11,腹部撰写数,03,张博闻,高级,0,1,1
2021-12,腹部撰写数,03,张博闻,高级,0,1,1
2022-01,腹部撰写数,03,张博闻,高级,1,0,1
2022-02,腹部撰写数,03,张博闻,高级,1,1,2
2022-03,腹部撰写数,03,张博闻,高级,1,0,1
2022-04,腹部撰写数,03,张博闻,高级,1,3,4
2022-05,腹部撰写数,03,张博闻,高级,1,1,2
2022-06,腹部撰写数,03,张博闻,高级,0,4,4
2022-07,腹部撰写数,03,张博闻,高级,0,1,1
2022-08,腹部撰写数,03,张博闻,高级,1,2,3
2022-09,腹部撰写数,03,张博闻,高级,1,1,2
2022-10,腹部撰写数,03,张博闻,高级,0,2,2
2022-11,腹部撰写数,03,张博闻,高级,0,3,3
2022-12,腹部撰写数,03,张博闻,高级,1,1,2
2023-01,腹部撰写数,03,张博闻,高级,0,1,1
2023-02,腹部撰写数,03,张博闻,高级,1,0,1
2023-03,腹部撰写数,03,张博闻,高级,1,1,2
2023-04,腹部撰写数,03,张博闻,高级,1,0,1
2023-06,腹部撰写数,03,张博闻,高级,2,2,4
